image,label_type,label_id,nuclei_channel,nuclei_channel_label,mean_intensity,max_intensity,variance_intensity,summed_intensity,area,perimeter,eccentricity,solidity,major_axis_length,minor_axis_length,equivalent_diameter,centroid_row,centroid_col,mean_intensity_ch0,max_intensity_ch0,variance_intensity_ch0,summed_intensity_ch0,mean_intensity_ch1,max_intensity_ch1,variance_intensity_ch1,summed_intensity_ch1,mean_intensity_ch2,max_intensity_ch2,variance_intensity_ch2,summed_intensity_ch2
cells.ome.tif,Cells,18,0,ch0,27.606626506024096,97.0,1107.5253777761648,91654.0,3320.0,238.16652224137044,0.6320374844649166,0.9606481481481481,76.12914082925424,58.995350106782766,65.0165770286374,330.6289156626506,89.51355421686748,27.606626506024096,97.0,1107.5253777761648,91654.0,27.606626506024096,97.0,1107.5253777761648,91654.0,27.606626506024096,97.0,1107.5253777761648,91654.0
cells.ome.tif,Cells,19,0,ch0,20.441106986162673,82.0,727.4453166281083,60567.0,2963.0,222.10764773832477,0.7269287006833738,0.950288646568313,76.09803271882015,52.257503896200625,61.421566009426094,178.25244684441444,64.90955113061086,20.441106986162673,82.0,727.4453166281083,60567.0,20.441106986162673,82.0,727.4453166281083,60567.0,20.441106986162673,82.0,727.4453166281083,60567.0
cells.ome.tif,Cells,20,0,ch0,24.2148833113166,87.0,890.7763702968198,54992.0,2271.0,198.45079348883237,0.8101567331170445,0.9087635054021609,71.99936961745139,42.20699019158924,53.77292075100212,398.22016732716867,420.4191985909291,24.2148833113166,87.0,890.7763702968198,54992.0,24.2148833113166,87.0,890.7763702968198,54992.0,24.2148833113166,87.0,890.7763702968198,54992.0
cells.ome.tif,Cells,21,0,ch0,26.640295005028495,79.0,866.8538506672462,79468.0,2983.0,218.39191898578665,0.6649430210547562,0.9729288975864319,72.52190775461104,54.16618415537262,61.628512572874826,141.63426081126383,245.81830372108615,26.640295005028495,79.0,866.8538506672462,79468.0,26.640295005028495,79.0,866.8538506672462,79468.0,26.640295005028495,79.0,866.8538506672462,79468.0
cells.ome.tif,Cells,22,0,ch0,14.803868155815854,59.0,382.097190158591,54345.0,3671.0,235.0365799264593,0.7476210776887205,0.9812884255546646,84.31851810344558,55.9980808161361,68.36711467308521,167.46009261781532,485.1604467447562,14.803868155815854,59.0,382.097190158591,54345.0,14.803868155815854,59.0,382.097190158591,54345.0,14.803868155815854,59.0,382.097190158591,54345.0
cells.ome.tif,Cells,23,0,ch0,25.54751847940866,88.0,982.1342256266383,96774.0,3788.0,243.8233764908628,0.4004432452077785,0.9439322202840768,73.88585057810101,67.70319810743167,69.44804817600561,483.56362196409714,233.74524815205913,25.54751847940866,88.0,982.1342256266383,96774.0,25.54751847940866,88.0,982.1342256266383,96774.0,25.54751847940866,88.0,982.1342256266383,96774.0
cells.ome.tif,Cells,24,0,ch0,18.072663346029884,78.0,650.8315205069396,61682.0,3413.0,241.15432893255067,0.6481575614995304,0.9654879773691655,77.66077027448227,59.13916228455393,65.9209114483493,491.4518019337826,369.790213888075,18.072663346029884,78.0,650.8315205069396,61682.0,18.072663346029884,78.0,650.8315205069396,61682.0,18.072663346029884,78.0,650.8315205069396,61682.0
cells.ome.tif,Cells,25,0,ch0,22.376176683562637,82.0,783.1970139123022,61803.0,2762.0,235.92388155425118,0.7680934518420204,0.9073587385019711,79.13473370467733,50.67295826420493,59.30166627134957,197.64663287472845,109.24656046343229,22.376176683562637,82.0,783.1970139123022,61803.0,22.376176683562637,82.0,783.1970139123022,61803.0,22.376176683562637,82.0,783.1970139123022,61803.0
cells.ome.tif,Cells,26,0,ch0,22.993790849673204,93.0,902.2395039301124,70361.0,3060.0,215.82337649086287,0.4344495428891735,0.9665192672141504,66.4198479792809,59.824102835538795,62.418851374321186,388.26960784313724,126.61535947712419,22.993790849673204,93.0,902.2395039301124,70361.0,22.993790849673204,93.0,902.2395039301124,70361.0,22.993790849673204,93.0,902.2395039301124,70361.0
cells.ome.tif,Cells,27,0,ch0,22.55968992248062,87.0,944.5397704464878,72755.0,3225.0,242.40916292848974,0.8643009152534211,0.96527985633044,91.80709991971173,46.176683133827034,64.07961869245868,186.62852713178296,147.18697674418604,22.55968992248062,87.0,944.5397704464878,72755.0,22.55968992248062,87.0,944.5397704464878,72755.0,22.55968992248062,87.0,944.5397704464878,72755.0
cells.ome.tif,Cells,28,0,ch0,25.802385008517888,82.0,780.4192106660786,60584.0,2348.0,211.23759005323592,0.5111948848379815,0.8924363359939187,61.14624756213504,52.553049113471786,54.67692795904102,434.2350936967632,371.2597955706985,25.802385008517888,82.0,780.4192106660786,60584.0,25.802385008517888,82.0,780.4192106660786,60584.0,25.802385008517888,82.0,780.4192106660786,60584.0
cells.ome.tif,Cells,29,0,ch0,21.061577934573446,85.0,829.2559900694553,65670.0,3118.0,242.10764773832472,0.7287360604903164,0.9354935493549354,79.63076049092187,54.530721170907746,63.007625732797116,249.51828094932648,243.65618986529827,21.061577934573446,85.0,829.2559900694553,65670.0,21.061577934573446,85.0,829.2559900694553,65670.0,21.061577934573446,85.0,829.2559900694553,65670.0
cells.ome.tif,Cells,30,0,ch0,14.230573787846708,79.0,510.3561094950318,67211.0,4723.0,280.0071426749364,0.7894486774241323,0.9453562850280224,101.2250597699027,62.13361932462845,77.546826948523,66.6434469616769,140.71331780647893,14.230573787846708,79.0,510.3561094950318,67211.0,14.230573787846708,79.0,510.3561094950318,67211.0,14.230573787846708,79.0,510.3561094950318,67211.0
cells.ome.tif,Cells,31,0,ch0,30.071904899971006,93.0,1034.4546731182393,103718.0,3449.0,231.23759005323595,0.5448397367287526,0.9696373348327242,73.40539772212942,61.55337663598769,66.2676632286938,138.864308495216,26.341258335749494,30.071904899971006,93.0,1034.4546731182393,103718.0,30.071904899971006,93.0,1034.4546731182393,103718.0,30.071904899971006,93.0,1034.4546731182393,103718.0
cells.ome.tif,Cells,32,0,ch0,30.383905013192614,87.0,983.4324322442757,92124.0,3032.0,230.34419177103413,0.7509961146270229,0.9519623233908948,78.06603831057323,51.54752209458903,62.13261864461383,173.70580474934036,290.0267150395778,30.383905013192614,87.0,983.4324322442757,92124.0,30.383905013192614,87.0,983.4324322442757,92124.0,30.383905013192614,87.0,983.4324322442757,92124.0
cells.ome.tif,Cells,33,0,ch0,24.46788990825688,80.0,772.7318713606904,58674.0,2398.0,196.98885271170676,0.48403756355717104,0.963439132181599,59.94867199497485,52.45791876627374,55.256026171585304,355.2030859049208,297.87948290241866,24.46788990825688,80.0,772.7318713606904,58674.0,24.46788990825688,80.0,772.7318713606904,58674.0,24.46788990825688,80.0,772.7318713606904,58674.0
cells.ome.tif,Cells,34,0,ch0,24.09807208717519,89.0,1003.9048831230515,57498.0,2386.0,200.2670273047588,0.7192926326081849,0.9683441558441559,67.24426487059637,46.71507568755122,55.117597496063794,173.62615255658005,187.80343671416597,24.09807208717519,89.0,1003.9048831230515,57498.0,24.09807208717519,89.0,1003.9048831230515,57498.0,24.09807208717519,89.0,1003.9048831230515,57498.0
cells.ome.tif,Cells,35,0,ch0,27.54326561324304,89.0,971.6288654832496,73210.0,2658.0,222.350288425444,0.8830069802762526,0.9248434237995825,86.7569658991134,40.720236869749435,58.17448504203593,320.35891647855533,375.8675696012039,27.54326561324304,89.0,971.6288654832496,73210.0,27.54326561324304,89.0,971.6288654832496,73210.0,27.54326561324304,89.0,971.6288654832496,73210.0
cells.ome.tif,Cells,36,0,ch0,17.6806552962298,65.0,479.5001284754343,78785.0,4456.0,270.1076477383248,0.6835179846886926,0.9682746631899174,91.99794105345818,67.15239487209922,75.32300718465696,462.0273788150808,26.198159784560143,17.6806552962298,65.0,479.5001284754343,78785.0,17.6806552962298,65.0,479.5001284754343,78785.0,17.6806552962298,65.0,479.5001284754343,78785.0
cells.ome.tif,Cells,37,0,ch0,13.9475855374909,65.0,405.49397682021305,57478.0,4121.0,255.8233764908628,0.5899572557780817,0.971933962264151,81.76896785251846,66.02308387923836,72.43631798934568,392.1705896627032,489.7141470516865,13.9475855374909,65.0,405.49397682021305,57478.0,13.9475855374909,65.0,405.49397682021305,57478.0,13.9475855374909,65.0,405.49397682021305,57478.0
cells.ome.tif,Cells,38,0,ch0,25.428899082568808,103.0,987.8810302864518,99783.0,3924.0,241.52186130069788,0.6153872835789925,0.9756340129288911,80.44526810026946,63.40896331344823,70.68374617647807,103.81472986748216,285.98853211009174,25.428899082568808,103.0,987.8810302864518,99783.0,25.428899082568808,103.0,987.8810302864518,99783.0,25.428899082568808,103.0,987.8810302864518,99783.0
cells.ome.tif,Cells,39,0,ch0,14.302676594888307,85.0,566.3865514995548,71070.0,4969.0,271.5218613006978,0.6456891358383181,0.9794993100729351,91.18050957073332,69.62547172839956,79.54072728979176,91.64016904809822,413.4962769168847,14.302676594888307,85.0,566.3865514995548,71070.0,14.302676594888307,85.0,566.3865514995548,71070.0,14.302676594888307,85.0,566.3865514995548,71070.0
cells.ome.tif,Cells,40,0,ch0,13.661545623836126,77.0,462.21645422184775,58690.0,4296.0,256.0243866176395,0.7386462938420607,0.9875862068965517,91.44821299917515,61.644619234035,73.95834695409476,25.43459031657356,436.45554003724396,13.661545623836126,77.0,462.21645422184775,58690.0,13.661545623836126,77.0,462.21645422184775,58690.0,13.661545623836126,77.0,462.21645422184775,58690.0
cells.ome.tif,Cells,41,0,ch0,33.2382226980728,88.0,936.687896627065,62089.0,1868.0,182.99494936611666,0.7224867358864966,0.9326010983524713,59.90638747474834,41.41836463107132,48.76896010338219,383.8201284796574,185.78586723768737,33.2382226980728,88.0,936.687896627065,62089.0,33.2382226980728,88.0,936.687896627065,62089.0,33.2382226980728,88.0,936.687896627065,62089.0
cells.ome.tif,Cells,42,0,ch0,25.272447408927654,89.0,866.0904722554435,49256.0,1949.0,181.92388155425118,0.5100865546748529,0.9610453648915187,55.126765433807094,47.4158030828082,49.81509683508437,370.5413032324269,340.7716777834787,25.272447408927654,89.0,866.0904722554435,49256.0,25.272447408927654,89.0,866.0904722554435,49256.0,25.272447408927654,89.0,866.0904722554435,49256.0
cells.ome.tif,Cells,43,0,ch0,26.097868217054263,94.0,1066.4129024322458,53866.0,2064.0,191.05382386916233,0.7662076688298678,0.9364791288566243,65.45903764841412,42.06352165008578,51.26369495396695,313.09496124031006,312.3871124031008,26.097868217054263,94.0,1066.4129024322458,53866.0,26.097868217054263,94.0,1066.4129024322458,53866.0,26.097868217054263,94.0,1066.4129024322458,53866.0
cells.ome.tif,Cells,44,0,ch0,23.534139680062427,77.0,757.978838383923,60318.0,2563.0,216.79393923933998,0.8870921667585422,0.9391718578233785,84.89825139512587,39.18838246167391,57.12541424931833,325.85095591104175,444.08583690987126,23.534139680062427,77.0,757.978838383923,60318.0,23.534139680062427,77.0,757.978838383923,60318.0,23.534139680062427,77.0,757.978838383923,60318.0
cells.ome.tif,Cells,45,0,ch0,23.442348906986712,97.0,1018.1995267586755,54691.0,2333.0,199.86500705120545,0.7822777573619649,0.9664457332228666,70.01125651347812,43.6120965908216,54.50199865938069,219.01328761251608,204.91470210030005,23.442348906986712,97.0,1018.1995267586755,54691.0,23.442348906986712,97.0,1018.1995267586755,54691.0,23.442348906986712,97.0,1018.1995267586755,54691.0
cells.ome.tif,Cells,46,0,ch0,23.449214659685865,80.0,679.5193231179701,67182.0,2865.0,231.6812408671319,0.8542925835789074,0.9768155472212752,87.56712978732058,45.51673213688918,60.3972788763388,353.28307155322864,18.06457242582897,23.449214659685865,80.0,679.5193231179701,67182.0,23.449214659685865,80.0,679.5193231179701,67182.0,23.449214659685865,80.0,679.5193231179701,67182.0
cells.ome.tif,Cells,47,0,ch0,21.804386911183027,78.0,662.542102294025,60638.0,2781.0,228.93607486307096,0.4831058836175837,0.8709677419354839,65.94296352560818,57.73714886436122,59.50528694081298,152.02732829917295,393.90686803308165,21.804386911183027,78.0,662.542102294025,60638.0,21.804386911183027,78.0,662.542102294025,60638.0,21.804386911183027,78.0,662.542102294025,60638.0
cells.ome.tif,Cells,48,0,ch0,21.768569194683348,99.0,1040.7947587815686,55684.0,2558.0,192.75230867899737,0.39658626850543444,0.9748475609756098,59.90744944978585,54.994886269004034,57.06966580796269,270.2740422204848,68.63213448006255,21.768569194683348,99.0,1040.7947587815686,55684.0,21.768569194683348,99.0,1040.7947587815686,55684.0,21.768569194683348,99.0,1040.7947587815686,55684.0
cells.ome.tif,Cells,49,0,ch0,22.072970195272354,90.0,881.2427054979125,64431.0,2919.0,216.65180361560905,0.5890621961131738,0.9579914670167378,69.49461370256418,56.157742472713096,60.96381083136077,308.32956491949295,261.73621103117506,22.072970195272354,90.0,881.2427054979125,64431.0,22.072970195272354,90.0,881.2427054979125,64431.0,22.072970195272354,90.0,881.2427054979125,64431.0
cells.ome.tif,Cells,50,0,ch0,19.547063555913113,96.0,798.6194664376341,48594.0,2486.0,203.6639969244288,0.8157666141051646,0.9772012578616353,74.88571061635277,43.3124883860683,56.260763487635096,229.00241351568786,477.1347546259051,19.547063555913113,96.0,798.6194664376341,48594.0,19.547063555913113,96.0,798.6194664376341,48594.0,19.547063555913113,96.0,798.6194664376341,48594.0
cells.ome.tif,Cells,51,0,ch0,23.512530885986585,79.0,696.8209689917217,66611.0,2833.0,212.2670273047588,0.6956703714350501,0.9593633592956315,72.40159660856085,52.01049382250617,60.05903454297876,491.7815037063184,172.9562301447229,23.512530885986585,79.0,696.8209689917217,66611.0,23.512530885986585,79.0,696.8209689917217,66611.0,23.512530885986585,79.0,696.8209689917217,66611.0
cells.ome.tif,Cells,52,0,ch0,24.296049711495783,94.0,1070.220832153765,54739.0,2253.0,189.8233764908628,0.6556575835579033,0.9677835051546392,62.29969529628622,47.039906011274745,53.559394080668255,291.62228140257434,115.89569462938304,24.296049711495783,94.0,1070.220832153765,54739.0,24.296049711495783,94.0,1070.220832153765,54739.0,24.296049711495783,94.0,1070.220832153765,54739.0
cells.ome.tif,Cells,53,0,ch0,50.65858208955224,95.0,929.6502248552016,54306.0,1072.0,141.63961030678925,0.8456150482854902,0.9428320140721196,51.46742730350747,27.472963185995756,36.94472617243352,354.3339552238806,412.2350746268657,50.65858208955224,95.0,929.6502248552016,54306.0,50.65858208955224,95.0,929.6502248552016,54306.0,50.65858208955224,95.0,929.6502248552016,54306.0
cells.ome.tif,Cells,54,0,ch0,18.913635019225083,80.0,693.9546824683863,63947.0,3381.0,248.8355697996826,0.8874220801515617,0.9684904038957319,97.53499461524183,44.95951212689946,65.61114921070644,46.463176574977815,181.47530316474416,18.913635019225083,80.0,693.9546824683863,63947.0,18.913635019225083,80.0,693.9546824683863,63947.0,18.913635019225083,80.0,693.9546824683863,63947.0
cells.ome.tif,Cells,55,0,ch0,9.69485903814262,61.0,221.73662918134588,35076.0,3618.0,239.94826817189067,0.6325543709498044,0.9733656174334141,78.4620726279324,60.77012727695451,67.87179585698185,447.6857379767828,463.9159756771697,9.69485903814262,61.0,221.73662918134588,35076.0,9.69485903814262,61.0,221.73662918134588,35076.0,9.69485903814262,61.0,221.73662918134588,35076.0
cells.ome.tif,Cells,56,0,ch0,41.539660056657226,89.0,1000.221514898603,58654.0,1412.0,165.5096679918781,0.656432018929389,0.9068721901091843,51.44749995004038,38.811231671330596,42.40063958439837,301.25070821529744,350.39305949008497,41.539660056657226,89.0,1000.221514898603,58654.0,41.539660056657226,89.0,1000.221514898603,58654.0,41.539660056657226,89.0,1000.221514898603,58654.0
cells.ome.tif,Cells,57,0,ch0,16.816171049397887,77.0,577.7641916797616,68425.0,4069.0,252.30865786510145,0.5575401361967424,0.9830877023435612,81.38633176204269,67.56286203922113,71.97785567469607,487.69451953797,428.65151142786925,16.816171049397887,77.0,577.7641916797616,68425.0,16.816171049397887,77.0,577.7641916797616,68425.0,16.816171049397887,77.0,577.7641916797616,68425.0
cells.ome.tif,Cells,58,0,ch0,24.859283930058286,97.0,1067.5846952407826,59712.0,2402.0,198.5685424949238,0.8034048186389192,0.9658222758343386,72.83307678591451,43.36723208201547,55.30209206218026,366.68817651956704,251.1894254787677,24.859283930058286,97.0,1067.5846952407826,59712.0,24.859283930058286,97.0,1067.5846952407826,59712.0,24.859283930058286,97.0,1067.5846952407826,59712.0
cells.ome.tif,Cells,59,0,ch0,31.2819587628866,86.0,991.5570971941758,60687.0,1940.0,176.99494936611666,0.7842595353979682,0.9695152423788106,64.08317645840403,39.759310894323434,49.699946848927475,302.1840206185567,488.789175257732,31.2819587628866,86.0,991.5570971941758,60687.0,31.2819587628866,86.0,991.5570971941758,60687.0,31.2819587628866,86.0,991.5570971941758,60687.0
cells.ome.tif,Cells,60,0,ch0,29.48055790363483,93.0,1039.8278130446183,69751.0,2366.0,209.95941546018392,0.8298217883822954,0.8779220779220779,75.46946164298951,42.11410998373834,54.886107193381775,401.2810650887574,283.90912933220625,29.48055790363483,93.0,1039.8278130446183,69751.0,29.48055790363483,93.0,1039.8278130446183,69751.0,29.48055790363483,93.0,1039.8278130446183,69751.0
cells.ome.tif,Cells,61,0,ch0,26.21677559912854,92.0,527.7580192328686,24067.0,918.0,122.12489168102786,0.6789381016552316,0.9592476489028213,40.55585063715189,29.775923641345436,34.18821291127805,417.8061002178649,311.0511982570806,26.21677559912854,92.0,527.7580192328686,24067.0,26.21677559912854,92.0,527.7580192328686,24067.0,26.21677559912854,92.0,527.7580192328686,24067.0
cells.ome.tif,Cells,62,0,ch0,23.623263480103603,94.0,993.91740559646,100328.0,4247.0,276.89444430272835,0.7863048809507249,0.910982410982411,96.33479475639136,59.51936240610792,73.53535439834526,43.394160583941606,69.89922298092772,23.623263480103603,94.0,993.91740559646,100328.0,23.623263480103603,94.0,993.91740559646,100328.0,23.623263480103603,94.0,993.91740559646,100328.0
cells.ome.tif,Cells,63,0,ch0,31.317421460628314,87.0,981.3663998790825,76759.0,2451.0,235.52186130069785,0.9342954438866421,0.9024300441826215,96.35921306178047,34.352028850319755,55.86331644420947,180.1656466748266,231.55650754793962,31.317421460628314,87.0,981.3663998790825,76759.0,31.317421460628314,87.0,981.3663998790825,76759.0,31.317421460628314,87.0,981.3663998790825,76759.0
cells.ome.tif,Cells,64,0,ch0,30.115853658536587,86.0,1002.1865779298037,49390.0,1640.0,171.3380951166243,0.7321264541454393,0.9496236247828604,56.66490354639726,38.598361066853016,45.69587348290507,367.3963414634146,444.5048780487805,30.115853658536587,86.0,1002.1865779298037,49390.0,30.115853658536587,86.0,1002.1865779298037,49390.0,30.115853658536587,86.0,1002.1865779298037,49390.0
cells.ome.tif,Cells,65,0,ch0,31.45487106017192,94.0,1081.9556997684747,43911.0,1396.0,162.61017305526642,0.8964651178289644,0.952901023890785,64.16323634898146,28.43164825927873,42.15972490956609,401.06805157593124,353.83094555873924,31.45487106017192,94.0,1081.9556997684747,43911.0,31.45487106017192,94.0,1081.9556997684747,43911.0,31.45487106017192,94.0,1081.9556997684747,43911.0
cells.ome.tif,Cells,66,0,ch0,30.7636761487965,89.0,926.8544355012473,42177.0,1371.0,150.89444430272832,0.8281334807290635,0.9621052631578947,56.56253936000659,31.705053527709897,41.780514786583325,446.99854121079505,336.1816192560175,30.7636761487965,89.0,926.8544355012473,42177.0,30.7636761487965,89.0,926.8544355012473,42177.0,30.7636761487965,89.0,926.8544355012473,42177.0
cells.ome.tif,Cells,67,0,ch0,25.420417124039517,79.0,735.0201027166039,69474.0,2733.0,226.68733752154176,0.800221709748144,0.9388526279628994,79.42216933628018,47.629814334696604,58.98952174548629,350.4310281741676,213.47676545920234,25.420417124039517,79.0,735.0201027166039,69474.0,25.420417124039517,79.0,735.0201027166039,69474.0,25.420417124039517,79.0,735.0201027166039,69474.0
cells.ome.tif,Cells,68,0,ch0,19.302556818181817,77.0,677.7621525535899,27178.0,1408.0,161.91168824543144,0.7809143403769118,0.9418060200668896,56.260953333771816,35.14273666187942,42.34053942720982,14.199573863636363,96.34943181818181,19.302556818181817,77.0,677.7621525535899,27178.0,19.302556818181817,77.0,677.7621525535899,27178.0,19.302556818181817,77.0,677.7621525535899,27178.0
cells.ome.tif,Cells,69,0,ch0,14.895046761343956,77.0,489.08320026625813,43002.0,2887.0,221.84062043356596,0.8306152430498294,0.9846521145975443,82.83333770541184,46.12547601062914,60.62872723099517,37.69033598891583,18.942154485625217,14.895046761343956,77.0,489.08320026625813,43002.0,14.895046761343956,77.0,489.08320026625813,43002.0,14.895046761343956,77.0,489.08320026625813,43002.0
cells.ome.tif,Cells,70,0,ch0,19.799761620977353,76.0,648.4056733639145,49836.0,2517.0,204.91168824543144,0.7703294045943467,0.985512920908379,73.44897056821698,46.834453062824544,56.610457815658094,491.37266587206994,499.0019864918554,19.799761620977353,76.0,648.4056733639145,49836.0,19.799761620977353,76.0,648.4056733639145,49836.0,19.799761620977353,76.0,648.4056733639145,49836.0
